id	name	dmm_id	ruby
1176	GAL×GAL	4272	ぎゃるかけるぎゃる
1177	ギャル姦	4410	ぎゃるかん
1178	GALGALキュー	3892	ぎゃるぎゃるきゅー
1179	GALGAL★LANLAND	306069	ぎゃるぎゃるらんらんど
1180	ギャルサークル	3903	ぎゃるさーくる
1181	ギャルズ･ビクトリー･ピース	4443	ぎゃるずびくとりーぴーす
1182	ギャルソリン	5470	ぎゃるそりん
1183	GARCON	45504	ぎゃるそん
1184	girlish.	4136	ぎゃるっしゅ
1185	GALDQN/妄想族	6575	ぎゃるどっきゅんもうそうぞく
1186	GALHAME	5012	ぎゃるはめ
1187	ギャルハンター	3700	ぎゃるはんたー
1188	GAL MAX	4678	ぎゃるまっくす
1189	GALマニア	4526	ぎゃるまにあ
1190	ギャルマニア	4820	ぎゃるまにあ
1191	ギャロップ	45367	ぎゃろっぷ
1192	GALLOP	45735	ぎゃろっぷ
1194	牛感	46425	ぎゅうかん
1195	技有	4634	ぎゆう
1196	玉砕ナンパ師	4914	ぎょくさいなんぱし
1197	ギラフィーエンジェル	1958	ぎらふぃーえんじぇる
1198	ギラMAX/エマニエル	6563	ぎらまっくすえまにえる
1199	ギリコス！アイドルコレクション	40386	ぎりこすあいどるこれくしょん
1200	ギルド	66230	ぎるど
1201	GXM	1730	ぎーえっくすえむ
1202	クアイト	4846	くあいと
1203	クィック ハンター	1299	くぃっくはんたー
1204	クィーン	1960	くぃーん
1205	クィーンズ ゼット	1298	くぃーんずぜっと
1206	クィーンロード	46037	くぃーんろーど
1207	クィーンワールド	4923	くぃーんわーるど
1208	クイズ	4879	くいず
1209	QUICK SHOOT	3895	くいっくしょっと
1210	クイージー	5820	くいーじー
1211	QEEN	4276	くいーん
1212	クイーンウィン	4896	くいーんうぃん
1213	QUEEN EPISODE	4919	くいーんえぴそーど
1214	Queen of アイドル？？	4590	くいーんおぶあいどる
1215	クイーンズ・R	30640	くいーんずあーる
1216	Queens town	1121	くいーんずたうん
1217	Queen Faimly	3862	くいーんふぁみりぃー
1218	クエスト	3904	くえすと
1219	クエストZS	4946	くえすとぜっとえす
1220	クエルボ	5769	くえるぼ
1221	quality house video	2585	くおりてぃはうすびでお
1222	クオリティーザーメン	4562	くおりてぃーざーめん
1223	クオル	5755	くおる
1224	KUKI	40033	くき
1225	草の根活動	4395	くさのねかつどう
1226	鎖企画	5282	くさりきかく
1227	糞鬼	6396	くそおに
1228	口出しISM	4701	くちだしいずむ
1229	口説きんぐ/妄想族	6540	くどきんぐもうそうぞく
1230	国芳/妄想族	6600	くによしもうそうぞく
1231	Cupido/妄想族	6747	くぴーどもうそうぞく
1232	クライジー	5620	くらいじー
1233	Crown V	1031	くらうんぶい
1234	苦羅苦	4799	くらく
1235	蔵出企画	3884	くらだしきかく
1236	cracker	5159	くらっかー
1237	クラッカージャック	2430	くらっかーじゃっく
1238	claque80	60747	くらっく80
1239	crack jaw	1029	くらっくじょー
1240	Klax-Zip	1756	くらっくすじっぷ
1241	クラッシュサイト	2393	くらっしゅさいと
1242	クラフト	1303	くらふと
1243	クラブ受粉	4244	くらぶじゅふん
1244	暗闇/妄想族	6349	くらやみもうそうぞく
1245	クラリス	4378	くらりす
1246	QULARK	1123	くらーく
1247	クラーク	2361	くらーく
1248	クリスタル	4924	くりすたる
1249	CRYSTAL EYE	3079	くりすたるあい
1250	クリスタル映像	40035	くりすたるえいぞう
1251	CRYSTAL VR	46522	くりすたるぶいあーる
1252	CRYSTAL VR Plus	300777	くりすたるぶいあーるぷらす
1253	クリティカルウイン	5520	くりてぃかるういん
1254	クリマックス	1969	くりまっくす
1255	Cream	60748	くりーむ
1256	CREAM SODA/妄想族	6749	くりーむそーだもうそうぞく
1257	CREAM PIE	6381	くりーむぱい
1258	クリームファクトリー	4993	くりーむふぁくとりー
1259	CRUCES	1687	くるーせす
1260	QRAKE	1120	くれいく
1261	クレイジー	2431	くれいじー
1262	クレイジーウォーカー	300035	くれいじーうぉーかー
1263	クレイジーエンペラー	1304	くれいじーえんぺらー
1264	クレイジージャパニーズ	1305	くれいじーじゃぱにーず
1265	Crazy Top	2331	くれいじーとっぷ
1266	クレスト	4176	くれすと
1267	クレバル	5565	くればる
1268	CRAZY	4403	くれーじ
1269	CRANE	60845	くれーん
1270	黒金フランク	4051	くろきんふらんく
1271	クロコルージュ	3870	くろこるーじゅ
1272	黒社会	1590	くろしゃかい
1273	クロス	3783	くろす
1274	クロスエフ	5171	くろすえふ
1275	クロスファミリー	4348	くろすふぁみりー
1276	CROSS BREED	46545	くろすぶりーど
1277	クロスワールド	40135	くろすわーるど
1278	クロちゃん	4106	くろちゃん
1279	クロック	5514	くろっく
1280	クロップ オブ ダンカー	1308	くろっぷおぶだんかー
1281	黒中	4855	くろなか
1282	黒髭/妄想族	6640	くろひげもうそうぞく
1283	黒羊/妄想族	6362	くろひつじもうそうぞく
1284	黒船	46720	くろふね
1285	黒棒	5802	くろぼう
1286	黒丸	5305	くろまる
1287	黒屋	5764	くろや
1288	くろろ	2466	くろろ
1289	クロロSEX	1310	くろろせっくす
1290	chloroform SG	1025	くろろふぉるむえすじー
1291	クロロホルム昏倒研究会	3836	くろろほるむこんとうけんきゅうかい
1292	クロロロAV	4508	くろろろえーぶい
1293	クローズザドア	2381	くろーずざどあ
1294	Close Market	45474	くろーずまーけっと
1295	Close Market/妄想族	5788	くろーずまーけっともうそくぞく
1296	Clover	5185	くろーばー
1297	クローバー	4280	くろーばー
1298	クンカ	6606	くんか
1299	COO	5390	くー
1300	クーラント	4734	くーらんと
1301	クール ウェブ	1300	くーるうぇぶ
1302	cool woman	2306	くーるうーまん
1303	クール・エンタテイメント	66385	くーるえんたていめんと
1304	九龍	40436	くーろん
1305	Good！！癒し系	3829	ぐっどいやしけい
1306	グッドクローバー	4411	ぐっどくろーばー
1307	GOOD JOB	3860	ぐっどじょぶ
1308	GUPPI/妄想族	308226	ぐっぴーもうそうぞく
1309	グラウンエンターテイメント	66508	ぐらうんえんたーていめんと
1310	Grass Wall	66321	ぐらすうぉーる
1311	グラスパークス	4444	ぐらすぱーくす
1312	グラスワンソフトウェア	40142	ぐらすわんそふとうぇあ
1313	グラビジョン	60715	ぐらびじょん
1314	graph	5540	ぐらふ
1315	グラフィティジャパン	40034	ぐらふぃてぃじゃぱん
1316	グラフィティジャパンJr	5184	ぐらふぃてぃじゃぱんじゅにあ
1317	グラマラスキャンディ	60472	ぐらまらすきゃんでぃ
1318	グランツーリスモ	4787	ぐらんつーりすも
1319	グランバザール	4690	ぐらんばざーる
1320	グリッターフィルムズ	45524	ぐりったーふぃるむず
1321	グリッドエックス	4245	ぐりっどえっくす
1322	グリム企画	3728	ぐりむきかく
1323	ぐりーんあっぷる	6686	ぐりーんあっぷる
1324	グリーンアンドウォーター	66255	ぐりーんあんどうぉーたー
1325	グリーンF	3835	ぐりーんえふ
1326	GREEN LABEL	4610	ぐりーんれーべる
1327	Groove Girls	5288	ぐるーう゛がーるず
1328	グレイズ	40013	ぐれいず
1329	GLAY’z IMPACT	6347	ぐれいずいんぱくと
1330	great beauty	2319	ぐれいとびゅーてぃー
1331	Grave	6171	ぐれいぶ
1332	grace	303115	ぐれーす
1333	gRowup	66316	ぐろうあっぷ
1334	グローバル映像	5469	ぐろーばるえいぞう
1335	グローバルクエスト	30641	ぐろーばるくえすと
1336	グローバルメディアアネックス	6755	ぐろーばるめでぃああねっくす
1337	グローバルメディアエンタテインメント	40150	ぐろーばるめでぃあえんたていんめんと
1338	glovefetish/妄想族	6532	ぐろーぶふぇてぃっしゅもうそうぞく
1339	グローリークエスト	40014	ぐろーりーくえすと
1340	グローリークエストVR	46649	ぐろーりーくえすとぶいあーる
1341	群集心理	5201	ぐんしゅうしんり
1342	グンジン	1311	ぐんじん
1343	KD映像	5421	けぃでぃーえいぞう
1344	ケイエイチプロモーション	66436	けいえいちぷろもーしょん
1345	KMPVR-彩-	46628	けいえむぴーぶいあーるさい
1346	KMPVR-bibi-	40404	けいえむぴーぶいあーるびび
1347	ケイ・エム・プロデュース	40071	けいえむぷろでゅーす
1348	KOC出版	5115	けいおーしーしゅっぱん
1349	KK映像	5494	けいけいえいぞう
1350	恵子おばさん	4050	けいこおばさん
1351	KZentertainment	304048	けいずえんたていんめんと
1352	ケイネットワーク	45591	けいねっとわーく
1353	ケイ棒	2477	けいぼう
1354	慧萌昂/妄想族	6562	けいもあもうそうぞく
1355	ケイレン	5068	けいれん
1356	ケチャラパチャラ/妄想族	301259	けちゃらぱちゃらもうそうぞく
1357	血族	3326	けつぞく
1358	けつの穴JCT	4001	けつのなじゃっく
1359	ケラ工房	5793	けらこうぼう
1360	堅者の食卓/妄想族	6753	けんじゃのしょくたくもうそうぞく
1361	Ken World	6683	けんわーるど
1362	K*WEST	46695	けーうえすと
1363	KSB企画/エマニエル	6585	けーえすびーきかくえまにえる
1364	KFE企画	4869	けーえふいーきかく
1365	KAV企画	4868	けーえーう゛ぃきかく
1366	KO COMPANY	45655	けーおーかんぱにー
1367	Kキング	4839	けーきんぐ
1368	KKF出版	3257	けーけーえふしゅっぱん
1369	KCQ	1076	けーしーきゅー
1370	KZBL	5918	けーぜっとびーえる
1371	KWWL	5917	けーだぶりゅーだぶりゅーえる
1372	KTファクトリー	40036	けーてぃーふぁくとりー
1373	ケー・トライブ	45242	けーとらいぶ
1374	KBW	4967	けーびーだぶる
1375	KPPL	5916	けーぴーぴーえる
1376	ケーファ	5544	けーふぁ
1377	KUHL	5896	けーゆーえいちえる
1378	KYバリュー	5779	けーわいばりゅー
1379	ゲインコーポレーション	45349	げいんこーぽれーしょん
1380	激	2238	げき
1381	激エロ塾	1585	げきえろじゅく
1382	激撮電車	5076	げきしゃでんしゃ
1383	激素人	4223	げきしろうと
1384	激震	4575	げきしん
1385	激情	6327	げきじょう
1386	激弾カーニバル	4551	げきだんかーにばる
1387	激レア素人ちゃん	46706	げきれあしろうとちゃん
1388	激レア素人ちゃん/妄想族	6731	げきれあしろうとちゃんもうそうぞく
1389	月下美人/エマニエル	6631	げっかびじんえまにえる
1390	月刊彼女	304287	げっかんかのじょ
1391	月刊盗撮現代	46685	げっかんとうさつげんだい
1392	ゲッチュ	5140	げっちゅ
1393	Get Some Action	4676	げっとさむあくしょん
1394	ゲット バック	1974	げっとばっく
1395	ゲリラ	46574	げりら
1396	ゲルニカ	4379	げるにか
1397	ゲロニア/妄想族	5924	げろにあもうそうぞく
1398	現映社	40053	げんえいしゃ
1399	GENEKI	6702	げんえき
1400	ゲンエキ	45968	げんえき
1401	幻奇	4802	げんき
1402	源五郎	6305	げんごろう
1403	現代映像	4670	げんだいえいぞう
1404	現代社	4325	げんだいしゃ
1405	現場潜入捜査犯	4187	げんばせんにゅうそうさはん
1406	巌流企画	5478	げんりゅうきかく
1407	コア	4480	こあ
1408	CORE	45430	こあ
1409	こあらVR	46629	こあらぶいあーる
1410	小岩ムービー/妄想族	6283	こいわむーびーもうそうぞく
1411	口淫痴女	4258	こういんちじょ
1412	後悔出版	4722	こうかいしゅっぱん
1413	公開調教	5457	こうかいちょうきょう
1414	好奇心	2823	こうきしん
1415	高級志向	4746	こうきゅうしこう
1416	好色一代/妄想族	6592	こうしょくいちだいもうそうぞく
1417	公然	5232	こうぜん
1418	コウノトリ	1314	こうのとり
1419	幸福の時間	5125	こうふくのじかん
1420	興奮	2409	こうふん
1421	工房あいうえお	3791	こうぼうあいうえお
1422	光夜蝶	45099	こうやちょう
1423	黒姦	4225	こくかん
1424	国際救助隊	4576	こくさいきゅうじょたい
1425	黒人	4771	こくじん
1426	黒人アルバイター	5023	こくじんあるばいたー
1427	黒人X	2410	こくじんえっくす
1428	黒人遊戯	5257	こくじんゆうぎ
1429	CosDeluxe	300456	こくでらっくす
1430	コクモ本舗	1320	こくもほんぽ
1431	こぐま/妄想族	301517	こぐまもうそうぞく
1432	個人撮影	5642	こじんさつえい
1433	小菅波平	30688	こすがなみへい
1434	コスチューム ハイパー	1977	こすちゅーむはいぱー
1435	コスドキ	66310	こすどき
1436	こすパコハメ撮りおじさん	40564	こすぱこはめどりおじさん
1437	コスプレドール	5672	こすぷれどーる
1438	コスモス映像	46115	こすもすえいぞう
1439	Cosmo Planets VR	40543	こすもぷらねっとぶいあーる
1440	個性派Director’s	46556	こせいはでぃれくたーず
1441	子性撲滅企画	4493	こせいぼくめつきかく
1442	コチョ/妄想族	6454	こちょもうそうぞく
1443	Cotton Rabbit	46543	こっとんらびっと
1444	コテック	1321	こてっく
1445	小林興業	45195	こばやしこうぎょう
1446	小林三郎企画	46530	こばやしさぶろうきかく
1447	小橋出版	30687	こばやししゅっぱん
1448	コピー ブラック	1323	こぴーぶらっく
1449	コブラツイスト	46073	こぶらついすと
1450	コメオ	5141	こめお
1451	コレカラダ	3236	これからだ
1452	これすこ。	300446	これすこ
1453	これぞ！素人	301635	これぞしろうと
1454	コレ彦	6678	これひこ
1455	コレ彦/妄想族	6685	これひこもうそうぞく
1456	コロ蔵	6460	ころぞう
1457	コロナ社	40162	ころなしゃ
1458	コロモ企画	3805	ころもきかく
1459	コンクェスト ギャップ	1982	こんくぇすとぎゃっぷ
1460	CONG-YAN	1026	こんぐやん
1461	金剛	3064	こんごう
1462	金剛出版	3195	こんごうしゅっぱん
1463	Conjured	1027	こんじゃーど
1464	コンセント	60312	こんせんと
1465	CONTACT	45292	こんたくと
1466	コンテンツパートナーズ	45998	こんてんつぱーとなーず
1467	COMBATZONE	46302	こんばっとぞーん
1468	COMPLEX	2673	こんふれっくす
1469	コンプレックス トレイン	1324	こんぷれっくすとれいん
1470	コンマ帝国	4246	こんまていこく
1471	コンマビジョン	45026	こんまびじょん
1472	コーション	1316	こーしょん
1473	コースター	1317	こーすたー
1474	code sharing	5364	こーどしぇありんぐ
1475	コーラック	2758	こーらっく
1476	強姦祭	4983	ごうかんさい
1477	轟轟轟轟	4224	ごうごうごうごう
1478	強専	5831	ごうせん
1479	ゴエモン	3729	ごえもん
1480	五衛門	1588	ごえもん
1481	ごきげんくらぶ	1319	ごきげんくらぶ
1482	極	3302	ごく
1483	極姦	5589	ごくかん
1484	極小	5874	ごくしょう
1485	極上SM	3144	ごくじょうえすえむ
1486	極玉素人	5710	ごくたましろうと
1487	極乳風俗嬢	46320	ごくちちふうぞくじょう
1488	極チラ動画。	5505	ごくちらどうが
1489	極乳	40477	ごくにゅう
1490	極ハメ	4958	ごくはめ
1491	極犯	4290	ごくはん
1492	秘蔵VTR	4233	ごくひう゛ぃてぃーあーる
1493	極フェチ	6489	ごくふぇち
1494	極娘企画	5022	ごくむすめきかく
1495	極ロリCLUB	6334	ごくろりくらぶ
1496	5GO	5388	ごごー
1497	GOSSIP	6358	ごしっぷ
1498	五次元	304038	ごじげん
1499	GOCCUN	1729	ごっくん
1500	Gokkun Paradise Club	4273	ごっくんぱらだいすくらぶ
1501	ご奉仕隊	4214	ごほうしたい
1502	GOMAN	5441	ごまん
1503	ゴラム	3837	ごらむ
1504	ゴリラプロジェクト	45149	ごりらぷろじぇくと
1505	GOOKA配信	3724	ごーかはいしん
1506	GOGO！！ AV	6774	ごーごーえーぶい
1507	ゴーゴーズ	40145	ごーごーず
1508	ゴーゴーズブラック/妄想族	6586	ごーごーずぶらっくもうそうぞく
1509	ゴーゴーベリーグッド	1315	ごーごーべりーぐっど
1510	GHOST/妄想族	300268	ごーすともうそうぞく
1511	ゴート映像	3481	ごーとえいぞう
1512	Golden Hour	3043	ごーるでんあわー
1513	GOLDEN CANDY	45716	ごーるでんきゃんでぃー
1514	GOLDEN SHOWER CLUB	30630	ごーるでんしゃわーくらぶ
1515	ゴールデンタイム	6545	ごーるでんたいむ
1516	ゴールデンフェザント	3959	ごーるでんふぇざんと
1517	GOLD	4237	ごーるど
1518	ゴールドエンペラー/妄想族	6049	ごーるどえんぺらーもうそうぞく
1519	ゴールドバグ/妄想族	6643	ごーるどばぐもうそうぞく
1520	ゴールド/妄想族	304033	ごーるどもうそうぞく
1521	サイクル社	5092	さいくるしゃ
1522	サイクロン	3905	さいくろん
1523	PSYCHEDELIC PUPPET	6401	さいけでりっくぱぺっと
1524	psychology	4529	さいころじー
1525	最前線	3818	さいぜんせん
1526	サイドビー	40177	さいどびー
1527	SIDE-B VR	6679	さいどびーぶいあーる
1528	サイドビーン	1327	さいどびーん
1529	サイナイ	3906	さいない
1530	採掘社	3976	さいほっしゃ
1531	催眠研究所	45691	さいみんけんきゅうじょ
1532	催眠RED	6673	さいみんれっど
1533	最優臭	5709	さいゆうしゅう
1534	サイン	4143	さいん
1535	サウスアート	60819	さうすあーと
1536	southwest	2586	さうすうぇすと
1537	竿師	3708	さおし
1538	坂の上のシロウト	308435	さかのうえのしろうと
1539	サクラ	45543	さくら
1540	桜企画	4014	さくらきかく
1541	桜出版	4825	さくらしゅっぱん
1542	サクラ吹雪	3702	さくらふぶき
1543	桜吹雪	4226	さくらふぶき
1544	桜饅頭	4292	さくらまんじゅう
1545	さくらんぼ	5559	さくらんぼ
1547	錯乱棒	3019	さくらんぼう
1548	さくらんぼ企画	30670	さくらんぼきかく
1549	笹岡女体研究室	2639	ささおかにょたいけんきゅうしつ
1550	笹山経済研究所	2640	ささやまけいざいけんきゅうじょ
1551	さすらい	4691	さすらい
1552	サターン	4714	さたーん
1553	サターン/妄想族	6534	さたーんもうそうぞく
1554	サッフィズム	5515	さっふぃずむ
1555	撮心企画	5056	さつしんきかく
1556	サテンドール	45441	さてんどーる
1557	サディヴィレナウ！	40606	さでぃう゛ぃれなう
1558	サディスティック	1329	さでぃすてぃっく
1559	サディスティックヴィレッジ	45356	さでぃすてぃっくう゛ぃれっじ
1560	SADUCE WAY	1833	さでゅーすうぇい
1561	saffron	1138	さふろん
1562	Sub Vibe	1838	さぶばいぶ
1563	sublime	1150	さぶらいむ
1564	サポっ娘倶楽部	5922	さぽっこくらぶ
1565	Summit	2355	さみっと
1566	サムシング	45489	さむしんぐ
1567	サムバディ	46009	さむばでぃ
1568	猿轡	5434	さるぐつわ
1569	サルトル映像出版	46219	さるとるえいぞうしゅっぱん
1570	サロメ	40468	さろめ
1571	SUN	300357	さん
1572	サンクション	4034	さんくしょん
1573	サンクチュアリ	60438	さんくちゅあり
1574	サンクプロジェクト/妄想族	6658	さんくぷろじぇくともうそうぞく
1575	さんじのおかず	300255	さんじのおかず
1576	サンセットカラー	40192	さんせっとからー
1577	山賊版	4984	さんぞくばん
1578	サンダー	5246	さんだー
1579	サンダーZ	4735	さんだーぜっと
1580	産地直送デラックス	302240	さんちちょくそうでらっくす
1581	三和出版	45163	さんわしゅっぱん
1582	サークルスパンキー通信	46682	さーくるすぱんきーつうしん
1583	servicer	5370	さーびさー
1584	ザイエ	3453	ざいえ
1585	ザウルス	5712	ざうるす
1586	Zakuska	1207	ざくすか
1587	ざくろ	30671	ざくろ
1588	柘榴春報	4579	ざくろしゅんほう
1589	ザクロD	5397	ざくろでぃー
1590	ザ・サード	3701	ざさーど
1591	theQ	45792	ざっく
1592	zax voice	1208	ざっくすぼいす
1593	ザックスX	4621	ざっくすＸ
1594	ZATTSU画像	2360	ざっつえいぞう
1595	ザナハ	4947	ざなは
1596	ZAVALA	1878	ざばら
1597	ザフト出版	4177	ざふとしゅっぱん
1598	ザブーン大佐	4994	ざぶーんたいさ
1599	THE BEST OF 3DVR	40475	ざべすとおぶ3でぃーぶいあーる
1600	ザラック	4948	ざらっく
1601	残虐無双	3054	ざんぎゃくむそう
1602	ザー汁王子/妄想族	303534	ざーじるおうじもうそうぞく
1603	ザー電	3790	ざーでん
1604	ザーメン イン マンコ	3789	ざーめんいんまんこ
1605	ザーメンエンジェル	4310	ざーめんえんじぇる
1606	ザーメン帝国	3960	ざーめんていこく
1607	ザーメンマン	5017	ざーめんまん
1608	Sherpa	5222	しぇるぱ
1609	市営住宅	4188	しえいじゅうたく
1610	塩田フカセビッチ	4633	しおだふかせびっち
1611	潮吹きクラブ	3716	しおふきくらぶ
1612	指姦	4826	しかん
1613	色眼鏡/妄想族	6295	しきがんきょうもうそうぞく
1614	SIG-VR	66489	しぐぶいあーる
1615	思兼	3065	しけん
1616	SHIGEKI	306193	しげき
1617	縛激	5705	しげき
1618	刺激ストロング	301195	しげきすとろんぐ
1619	至高ノ性具	5592	しこうのせいぐ
1620	至高の人妻	46603	しこうのひとづま
1621	思春期.com	46154	ししゅんきどっとこむ
1622	思春期フィクション	46594	ししゅんきふぃくしょん
1623	シジミ	4311	しじみ
1624	シスコン	2948	しすこん
1625	シセイドー	1332	しせいどー
1626	シックスセンス	4563	しっくすせんす
1627	シックスナイン	46407	しっくすないん
1628	six-pack	3374	しっくすぱっく
1629	シッコ	5771	しっこ
1630	漆黒会	3777	しっこくかい
1631	死神屋	4015	しにがみや
1632	シネマ企画	3934	しねまきかく
1633	シネマジック	40037	しねまじっく
1634	シネマユニット・ガス	45050	しねまゆにっとがす
1635	しのだ	3925	しのだ
1636	忍	45394	しのび
1637	Sibari	5014	しばり
1638	縛/妄想族	6682	しばりもうそうぞく
1639	shift	5532	しふと
1640	飛沫者	3027	しぶきしゃ
1641	渋書コンテンツ	40389	しぶしょこんてんつ
1642	渋谷プロモーション	46619	しぶやぷろもーしょん
1643	脂肪遊戯	5629	しぼうゆうぎ
1644	清水清太郎	45842	しみずせいたろう
1645	シャイ企画	40038	しゃいきかく
1646	SHINING STAR	66313	しゃいにんぐすたー
1647	シャッフツベリー	3962	しゃっふつべりー
1648	Shuffle	40143	しゃっふる
1649	社内盗撮塾	3880	しゃないとうさつじゅく
1650	シャムスン	4248	しゃむすん
1651	写女	60492	しゃめ
1652	射楽/妄想族	6596	しゃらくもうそうぞく
1653	シャワーパーティー	4036	しゃわーぱーてぃー
1654	Shangri-La	6646	しゃんぐりら
1655	シャーク	45973	しゃーく
1656	手淫倶楽部	6300	しゅいんくらぶ
1657	臭	1601	しゅう
1658	○修正版	4202	しゅうせいばん
1659	集団エロリスト	4907	しゅうだんえろりすと
1660	集団行動	5406	しゅうだんこうどう
1661	羞恥館	5829	しゅうちかん
1662	シュガーハウス	2422	しゅがーはうす
1663	シュガーワークス	40163	しゅがーわーくす
1664	祝	5747	しゅく
1665	趣向倶楽部	45330	しゅこうくらぶ
1666	趣向倶楽部プラス	5487	しゅこうくらぶぷらす
1667	出産企画	4425	しゅっさんきかく
1668	主婦企画	3943	しゅふきかく
1669	旬感	40400	しゅんかん
1670	春風企画	2545	しゅんぷうきかく
1671	衝撃映像	2960	しょうげきえいぞう
1672	衝撃Qチャンネル！	3174	しょうげききゅーちゃんねる
1673	少魂	5104	しょうこん
1674	少女愛好家	5742	しょうじょあいこうか
1675	少女映像	3822	しょうじょえいぞう
1676	少女狩人	30689	しょうじょかりゅうど
1677	少女企画	5873	しょうじょきかく
1678	少女倶楽部	4362	しょうじょくらぶ
1679	少女趣味	5152	しょうじょしゅみ
1680	少女性器専門	4426	しょうじょせいきせんもん
1681	少女専門	4545	しょうじょせんもん
1682	少女乃杜	5408	しょうじょのもり
1683	少女白書出版	4160	しょうじょはくしょしゅっぱん
1684	少女犯殺	5024	しょうじょはんさつ
1685	少女売買	2826	しょうじょばいかい
1686	少女撲滅	4262	しょうじょぼくめつ
1687	少女ポルノ出版	5175	しょうじょぽるのしゅっぱん
1688	女子レイプ	3821	しょうじょれいぷ
1689	少性撲滅	4161	しょうせいぼくめつ
1690	松竹梅	3980	しょうちくばい
1691	湘南/妄想族	6537	しょうなんもうそうぞく
1692	少学館	2959	しょうねんかん
1693	少年少女性記録館	4363	しょうねんしょうじょせいきろくかん
1694	昭和道	4329	しょうわみち
1695	＃職業女子	302010	しょくぎょうじょし
1696	職業美素人	46256	しょくぎょうびしろうと
1697	ショコラ	4949	しょこら
1698	処女市場	5381	しょじょいちば
1699	処女膜姦シリーズ	4228	しょじょまくかんしりーず
1700	処女森	4191	しょじょもり
1701	SHOOT GUN	3157	しょっとがん
1702	ショップ ウィンドウ	1345	しょっぷうぃんどう
1703	初人	2321	しょにん
1704	処膜企画	5872	しょまくきかく
1705	私欲素人動画	45751	しよくしろうとどうが
1706	シリアル	4658	しりある
1707	尻有 （シリアル）	45528	しりある
1708	尻軽娘	5307	しりがるむすめ
1709	尻専	5834	しりせん
1710	性資料	3737	しりょうかん
1711	silvia	45315	しるう゛ぃあ
1712	SILK LABO	45583	しるくらぼ
1713	SILVER BIRCH	40438	しるばーばーち
1714	素人100％	5285	しろうと100ぱーせんと
1715	素人イズム	3915	しろうといずむ
1716	素人映像	2984	しろうとえいぞう
1717	素人館	6342	しろうとかん
1718	素人！ガチンコ・ハンター	6289	しろうとがちんこはんたー
1719	しろうとがーる/妄想族	300345	しろうとがーるもうそうぞく
1720	素人企画	4749	しろうときかく
1722	素人喫茶/妄想族	308062	しろうときっさもうそうぞく
1723	素人くらぶ	4058	しろうとくらぶ
1724	素人CLOVER	301597	しろうとくろーばー
1725	素人激撮	4295	しろうとげきさつ
1726	素人激弾	4934	しろうとげきだん
1727	素人39	301301	しろうとさんきゅー
1728	素人志向	3532	しろうとしこう
1729	素人尻	3738	しろうとしり
1730	素人事務所	4518	しろうとじむしょ
1731	素人専門家	5058	しろうとせんもんか
1732	素人専門VR	40390	しろうとせんもんぶいあーる
1733	素人専門	5079	しろうとせんもん（使用不可）
1734	素人チャンネル	4394	しろうとちゃんねる
1735	しろうとChannel	46609	しろうとちゃんねる
1736	素人投稿	4018	しろうととうこう
1737	素人盗撮倶楽部	302056	しろうととうさつくらぶ
1738	素人トーキョーH.S./妄想族	301605	しろうととーきょーもうそうぞく
1739	素人ナンパ	4428	しろうとなんぱ
1740	素人日記/妄想族	6695	しろうとにっきもうそうぞく
1741	素人の時間/妄想族	300117	しろうとのじかんもうそうぞく
1742	素人の乱	5835	しろうとのらん
1743	しろうと派遣.com	40579	しろうとはけんどっとこむ
1744	素人パイパン会	3851	しろうとぱいぱんかい
1745	素人Pro	300996	しろうとぷろ
1746	素人ホイホイsweet！/妄想族	300540	しろうとほいほいすいーともうそうぞく
1747	素人ホイホイ/妄想族	6709	しろうとほいほいもうそうぞく
1748	素人本舗	5027	しろうとほんぽ
1749	素人まっちんぐEX/妄想族	301296	しろうとまっちんぐいーえっくす
1750	素人娘性感解放研究所/妄想族	6569	しろうとむすめせいかんかいほうけんきゅうじょもうそうぞく
1751	素人屋	45852	しろうとや
1752	しろうとヤッホー	302057	しろうとやっほー
1753	素人遊戯	5260	しろうとゆうぎ
1754	素人列伝	2256	しろうとれつでん
1755	しろハメVR	300228	しろはめぶいあーる
1756	しろもの	3316	しろもの
1757	新絵殿	5025	しんえでん
1758	新関西商事	4127	しんかんさいしょうじ
1759	神眼様	5588	しんがんさま
1760	蜃気楼	300469	しんきろう
1761	シングル-セックス	1347	しんぐるせっくす
1762	信州書店	45351	しんしゅうしょてん
1763	心宿	3882	しんしゅく
1764	新宿魔界	4330	しんじゅくまかい
1765	新世紀文藝社	40393	しんせいきぶんげいしゃ
1766	新セカイ/妄想族	6667	しんせかいもうそうぞく
1767	新撰組	3914	しんせんぐみ
1768	新鮮娘	4427	しんせんむすめ
1769	新中野小劇場	46490	しんなかのしょうげきじょう
1770	新日本AV女優名鑑	307906	しんにっぽんえーぶいじょゆうめいかん
1771	新日本熟女連合	3849	しんにほんじゅくじょれんごう
1772	侵入	4601	しんにゅう
1773	シン・ぱすも/FALENOTUBE	302450	しんぱすもふぁれのちゅーぶ
1774	心炉社	5308	しんろしゃ
1775	C＆H	45429	しーあんどえいち
1776	CRC映像	5063	しーあーるしーえいぞう
1777	CHCスタジオ	306201	しーえいちしーすたじお
1778	CSI PICTURES	46408	しーえすあいぴくちゃーず
1779	CMP	6377	しーえむぴー
1780	C学生通信	4706	しーがくせいつうしん
1781	CQR	4966	しーきゅーあーる
