id	code	title	dmm_id	description	release_date	length	label	series_id	maker_id
1	MDBK-390	手コキま〇こにびゅ～っびゅ～っ射精しまくり240分BEST - 波多野結衣	mdbk00390	オンナの手こそが究極の性器だ！手コキでヌかれる射精しまくりBESTが堂々発売！！！！チ●ポを快楽に誘う、最適な形状に変化する…女の中で一番エロいパーツ！密着度も強さも速度も、自由に変わって気持ちいい！美手美女50人にシゴかれまくる！手から伝わる快感搾精！最後の一滴まで！達人級のチン搾り！金玉カラっぽ確定の4時...	2025-09-20				3013
2	CEAD-704	貴方に向かって見せつける！！大股開きのガニ股オナニーで挑発する超淫乱ドスケベ女優達15人 - 波多野結衣	cead00704	選りすぐりの美しい女優達15人が、あなたを挑発しながら大股開いてドスケベなオナニーを大公開！女優主導のフリースタイルなオナニーだから、淫語たっぷりの言葉攻めも個性満点で見逃し厳禁！色とりどりのランジェリーや水着をまとい、Tバックをマ○コとお尻の割れ目にグイグイ喰い込ませてあなたを誘う大胆女優や、トレードマークの剛毛がワサワサはみ出す...	2025-09-20			44351	2153
3	GVH-782	おしっこ飲ませるのが大好きなドSな女上司の聖水調教 配属ガチャでドM堕ちさせられた僕 波多野結衣	gvh00782	新しい部署に配属となった僕を待ち受けていたのは、妖艶な美貌とドSな性癖を兼ね備えた女上司の課長代理の「ハタノ」さん。ある日、彼女の異常なまでのおしっこ愛にロックオンされた僕は、毎日のようにおしっこをドッパッドッパ、ぐびぐびと飲まされてしまう…。その過激な飲尿プレイを強●される日々の屈辱と快感の狭間でドMへと堕ちていく僕だったが、彼女...	2025-09-20				1339
4	CJOB-189	ドスケベお姉さんたちの奪い合い痴女フェラ 交互にドピュドピュ射精させられちゃったボク…BEST - 晶エリー（新井エリー、大沢佑香）	cjob00189	バチバチとフェラテクを魅せあって何が何でも自分のターンで射精させようとしてくる貪欲さがとにかくエロいっ！無限に続きそうな勢いで交互にチ○ポを舐めじゃくる2人の痴女に挟まれて…じゅぽじゅぽと奪い合われ絶え間ないフェラ快楽に悶絶ッ！1度射精しても入れ替わり追撃が押し寄せてきて何度も、空っぽ...	2025-09-19				2356
5	VSED-269	「女将のエロいおもてなし最高！」「男なら一度は行くべき！」と、ある情報誌で有名になった山奥の温泉宿に行ってみた。そこで待ち受けていた過剰接待とは、想像を超えるエロ接待だった！！ 11 - 波多野結衣	vsed00269	営業不振で存続がままならない旅館を立て直す為に女将と仲居が立ち上がった！それは男性客を全裸でお出迎えし、身体を使ったエロい接待でおもてなしをする「エロ旅館」だった。そんな温泉旅館に潜入！そこで待ち受けていた過剰接待とは！！シリーズ第11弾！	2025-09-18			15860	1627
6	MXGS-1396	絶対痴女 色気ムンムン豊満お姉さんの誘惑SEX 波多野結衣	mxgs01396	最高の痴女がここに！！逆レ●プFUCK・全身網タイツで見せつけオナフェラ・上司も後輩も喰らう3P- FUCKなど、オトコのM性を芯から刺激するチ●ポ直撃型痴女が暴れまくる！！	2025-09-16			22329	3732
7	MIRD-255	MOODYZファン感謝祭バコバコバスツアー2025 完全版 バコバス11時間＋うらバコ4時間＋未公開シーン収録17時間 - 波多野結衣	mird00255	まだシコシコは終わらない！バコバコバスツアー2025の完全版がついに完成しました！過去最高発射回数のドスケベ☆バコバス本編にブチアゲセックス祭りなうらばこサンバ！撮影1日目終盤の気だるい色気がムンムンな秘密の花園・女子部屋！おっぱい、マンコまで出しちゃうAV女優の悪ノリをのぞき見！明け方寸前に眠気でハイになった女子たちのちゅぱぺろ逆...	2025-09-12			31815	3905
8	MIAB-541	手コキ・パイズリ・寸止め焦らし 痴女テクを極めきった波多野結衣が魅せて・責めて・抜きまくる 痴女回春メンズエステ	miab00541	ここは予約の絶えない老舗超人気メンズエステ店。店主「波多野結衣」が極めきった極上のテクニックで人生で一番の射精へ導く。コリをほぐす強い指圧と性器を刺激する指先が触れるかどうかのフェザータッチを使い分け、疲れを癒し、精子をオチ〇チン先っぽまで誘う！「イケると思った？まだダメだよ？」一番気持ちよくなるところまでとことん焦らしプレイ！密着...	2025-09-12				3905
9	MLMM-083	S級美熟女ベスト 波多野結衣 4時間 スレンダー巨乳マドンナ4	mlmm00083	美貌と瑞々しい肢体を誇る波多野結衣の魅力を余すことなく詰め込んだ究極のベスト！巨乳ボディーに連発発射！下品な口がチ○ポを生尺！淫乱肉壺に大量中出し！淫乱オナニーなどたっぷり4時間。第4弾！	2025-09-06			33986	3942
10	BBSS-098	ぺロぺロこねくり乳首責め＆じゅぼじゅぼクリフェラでスケベ汁垂れ流しレズビアン痴女天国BEST！！（BBSS-098） - 紺野ひかる	bbss00098	SEXが好きすぎる超エロい痴女ビアンが大集結！唾液まみれでねっとりこねくり回す圧倒的乳首責め＆吸い付き最強のクリフェラクンニで女の敏感スポットを集中刺激！絶頂不可避の超絶テクニックでノンケも昇天ゴートゥーヘブン！盛りに盛った痴女達が楽しく淫らにイカセ合う超濃厚レズビアンセックスBEST！	2025-09-05			44352	3216
11	KSBJ-394	美熟女のエロテク超絶フェラチオ17人VOL.04 - 山口珠理	ksbj00394	前戯でのフェラではなくフィニッシュまで舐め上げる愛情たっぷりフェラを収録。ジュポジュポといやらしい音を立て、時にはパイズリも挟みつつ興奮をピークに導きます。そして次第に激しさを増しユサユサと揺れる巨乳、滴るヨダレにガマン汁も加わり興奮はMAXに！17人の厳選美熟女が尿道責めや玉吸い責め、ディープスロートなど様々なテクニックを駆使して...	2025-08-30			33965	1363
12	VSED-268	美熟女たちの絶頂3Pレズ - 大槻ひびき	vsed00268	初めはノリでイチャついていただけなのに、ふとしたきっかけでレズの快感に目覚めてしまう。女同士だから分かる感じるスポット。女にハマった女たちは、いつしか3Pのレズセックスへと発展するのだった。	2025-09-18			15860	1627
13	MXGS-1398	感度倍増！意識がぶっ飛ぶほどイカされまくる最高潮FUCK 大槻ひびき	mxgs01398	知らない間に感度を倍増され、痙攣・唾液垂らし・絶叫と、ガンぎまって感じまくってイキまくる。限界突破の大絶頂へと導かれる120分。	2025-09-16			12848	3732
14	GARA-014	絶叫凌●レ●プ 強●される人妻 出所した痴●男たちが復讐の再犯レ●プ！ 悲鳴と嬌声が響く怒涛の4P輪●！！ 大槻ひびき	gara00014	夫婦円満で暮らしていたひびき。しかしある日、柄の悪い男集団に公園のトイレで集団レ●プされてしまう。「俺たちは昔お前に痴●で訴えられてムショ暮らしさせられたんだ」と逆恨み的な強●を繰り返す男たち。弱みを握られ夫にも言えず、毎日のように慰み者となりボロボロになっていくひびき。心も体も汚されていくなか、「これで最後にしてやる」と倉庫に呼び...	2025-09-06			44353	1336
15	MADM-207	【4K】クリスタル映像40周年記念作品 令和版 人妻温泉 癒し系 ひびき×かな×のあ - 大槻ひびき	madm00207	に復活！この世界のどこかに…人妻が男たちのさまざまな苦悩を背中を流しながら聞いてくれる癒しの浴場があるという…その名も人妻温泉。●癒し系パイパン美人妻‘ひびき’さん。持ち前の笑顔と優しい声でお悩みに寄り添い、気が弱く女性と話すのが苦手な2...	2025-08-23			44193	1250
16	MASE-075	【4K】あなたのお悩み…お背中と一緒にお流しいたします 大槻ひびき温泉	mase00075	に復活！この世界のどこかに…人妻が男たちのさまざまな苦悩を背中を流しながら聞いてくれる癒しの浴場があるという…その名も人妻温泉。癒し系パイパン美人妻‘ひびき’さん。持ち前の笑顔と優しい声でお悩みに寄り添い、気が弱く女性と話すのが苦手な20代男性のお悩みをスッキリ解決。美人妻...	2025-08-16			44354	1250
17	MDBK-384	排卵日のムラつきを逆夜●いで解消 グラインド騎乗位で男を逃さない痴女管理人 - 大槻ひびき	mdbk00384	オナニーじゃ抑えきれない性欲を格下チ●ポで発散！！ディルド扱いで自分勝手にイキまくる！！起き抜けフェラでギンギン→勝手に挿入れられ、さぁ大変！！「誰が逃げていいって言った？？」中出し厭わぬほどに動き回る腰！！響くピストン音！！だらしない男は私の玩具。『制作・著作 株式会社ケイ・エム・プロデュース』	2025-08-09				3013
18	NKKD-355	デカチン近親相姦 息子の硬くソリ返るズル剥けチ●ポにねとられた母 大槻ひびき	nkkd00355	「社会との接点を持ちたいと言う想いで結婚後もスーツを着込みバリバリ出社する才色兼備の義母」。会社経営の男性と再婚したひびき。成人しても自宅で引きこもる息子の事を案じて、義理とは言え母親として、優しく世話をしていた。だがそんなある日仕事から帰宅したひびきは、息子に体を求められて押し倒されてしまう。「ダメよ正樹君お願い落ち着いてっ」ムレ...	2025-08-08			26067	1817
19	PBD-502	突然消息を絶ったエリート捜査官のその後…。BEST - 篠田ゆう	pbd00502	どんな事件も解決に導く、強く美しいエリート捜査官たち。しかし、危険な任務から年に数名は行方不明になってしまう…。今回、突然消息を絶ったエリート捜査官のその後を特集。そこでは、キメセク、緊縛、イラマ、輪●…。非道な肉棒調教で強く気高い眼差しが嘘だったようにマンコ堕ちしている姿があった…。どんなに聡明だろうと、どんなに美し...	2025-09-12				3583
20	UMD-976	ああ、お尻あいになりたい熟女尻！！ムチ尻ケツ子が今日もバックでおもてなし！！3 - 羽月希	umd00976	彼女のあだ名はケツ子。みんなからそう呼ばれている。もちろん彼女はこう呼ばれて、男たちのおかずにされてシコシコされているとはこれっぽっちも思ってない。自然体で魅せてくれる系ケツ子に男たちは弱いのだ！！誘惑のバックショット！！魅惑のデカケツ！！デカ尻美熟女ムチ尻ケツ子のヒップラインにゃだれも敵わないっ！！胸より尻を見ている俺は負けなのか...	2025-09-04			31	4269
21	BMW-341	綺麗な顔を精子でドロドロにする ぶっかけ一閃！顔面射精ベスト - JULIA	bmw00341	綺麗な女性を汚したい…精子まみれでイキ果てる女性が好き…受け止める瞬間の苦悶の表情がタマらない…そんなアナタへ送ります！精子の’量’にこだわった珠玉の49射精！発射寸前の一番気持ちいい濃厚フェラから、激ピストンSEXから精液をブッ放すまでを完全収録！美女た...	2025-08-29				4414
22	MDBK-385	網からハミ出た尻肉と美脚に絡まれたい！！卑猥な網タイツでボクを誘惑する網タイツSEX BEST 240分 - 波多野結衣	mdbk00385	網タイツを履いたオンナはなんでこんなにエロいんだろう？お尻や太ももの肉が網目に食い込み欲情MAX！見た目もプレイも淫靡で普通のSEXより大興奮すること間違いなし！どんな体位もエロすぎて、抑えた性欲が大解放！美しいボディラインに網タイツを身に着けた美女30人が貴方を悩殺します！金玉カラになるまでヌキまくってください！激...	2025-08-23				3013
23	REAL-933	オトナの女の完熟マ〇コ責めて、犯して、ハメ倒すBEST - 加藤ツバキ（夏樹カオル）	real00933	こいつらじゃなきゃ味わえない芳醇な肉体をイカセまくる！オトナの女の完熟マ●コをハメ倒す凶悪BESTが発売！トロットロの成熟ま●こにチ●ポをねじ込むのが気持ちいいんだよな。無理やり●す、縛って●す、娘の前で●す、全部●す。悲鳴と嬌声が交じり合う色気、このカラダで絶頂したい。「やめてください」なんて言うから勃起が止まらな...	2025-08-23				4247
24	MDBK-386	BAZOOKAならではの激エロSERVICE！！キレカワ風俗嬢 4時間 PREMIUM BEST - 紺野ひかる	mdbk00386	男なら誰しもが憧れる…神ルックス＆美ボディな凄テク風俗嬢を厳選！！スケベ過ぎて本番OKは当たり前…見るだけで勃起なハイクラス嬢の悶絶責めを見逃すな！！40コーナー40名240分の永久保存版！！『制作・著作 株式会社ケイ・エム・プロデュース』	2025-08-23				3013
25	CJOB-187	見つめて乳首をカリカリさすさすこねこね！ド痴女の主観乳首責めで何度も射精ブッコぬかれる僕。 - 佐山愛	cjob00187		2025-08-22				2356
26	PBD-500	気高き美女たちを声も出させずに●す肉棒貫通オーガズム。鬼畜串刺し輪●BEST - 篠田ゆう	pbd00500	で男に屈しない気高き美女たちを上下からツラヌキ犯し倒す240分！強●イラマチオ×激ピス種付けを同時に喰らわせれば…声も出せずに体だけはジタバタとイキ悶える肉オナホに成り下がるっ！快楽の逃げ道を肉棒で塞ぎ…有無を言わさず巨根メッタ刺し！端から端まで支配されている女体を見る支配感で最高に抜け...	2025-08-15				3583
27	MIZD-473	美少女から溢れ出すおしっこを見たい！浴びたい！飲みたい！！フレッシュ尿で全身びちゃびちゃ聖水30000mlオーバー！Vol.2 - つぼみ	mizd00473	美少女から溢れ出すおしっこが見たい！浴びたい！飲みたい！！フレッシュ尿で全身ビチャビチャ聖水ベスト第2弾！画面越しに伝わる大迫力の放尿スプラッシュ242発を収録！、恥じらいのお漏らし、女の子に囲まれて一斉放尿を味わうハーレム感、顔面ビチャビチャにさせる止まらないナイアガラ失禁と大満足の61コーナー！カワイイ私たちのおしっこで溺れイキさせてアゲる！	2025-08-01				3905
28	MIZD-480	子宮にKISS 種付けプレスで大量中出しBEST お尻潰れる程の圧迫ピストンで種付けの瞬間を捉えたこだわりアングル！！ - つぼみ	mizd00480	孕ませるなら絶対種付けプレス！膣内から女を征服する幸福感も味わえる、最高の体位。どちゅどちゅ尻肉潰れる程の圧迫ピストンッ！！ドクドク精子注がれ尻肉プルプル種付けの瞬間を捉えたこだわりアングル編集！！中出し精子がぶりゅぶりゅ溢れて、お尻のワレメにたらァ～りしちゃうシーンもたっぷり収録！！少女16名が無慈悲にも孕まされ続ける29...	2025-08-29			36112	3905
29	NSFS-411	AIリマスター版 私を嫉妬させてください… 禁断スワップ母娘・愛娘ダッチワイフ 名作永久保存版277分 - つぼみ	nsfs00411	「最新のAI技術を駆使して高画質化。生まれ変わった最先端映像をご堪能あれ！」妻、娘がダッチワイフのように扱われて、揉みくちゃにされる姿に嫉妬しやがて興奮に変わっていく‥。	2025-08-23				2724
30	IBW-991	IBW厳選 つぼみBEST4時間	ibw00991	引退から早3年。永遠の処女「つぼみ」の厳選映像集4時間。IBWに出演した数々の作品の中からセーラー服、ブレザー、ニーハイソックス、黒髪ストレート、ツインテール、ポニーテールなどつぼみに最高に似合う衣装、髪型で魅せる萌え系エッチシチュエーションの数々を厳選収録。つぼみちゃんの往年のファンは感涙必至！※当作品において18歳未満の出演...	2025-08-22			44355	39
31	BMW-326	性交中も、何度イキ果てても、死ぬほどビンカンな乳首をず～っとこねくりっ放しBEST - つぼみ	bmw00326	触られるとスグに感じちゃうっ！乳首激弱なオンナたちがひたすら弱点こねくり回されビックンビックン∞絶頂！敏感なスレンダー美乳から揉んでも◎なムチムチ巨乳まで、色んなおっぱい共通の性感帯である【乳首】だけを徹底的に責めてイカせまくる！こんな突起をイジくるだけで全身痙攣させてヤル支配感がたまらない！筆でイヤらしくなぞられビンビンに…玩具の刺激にも耐えきれず即・爆イキ！SEX中も片時離さずこねこねくりんっ！4時間ず～っと乳首責め特化フェチ映像！	2025-01-31				4414
32	BMW-324	ビーチクとチ〇ポのW快感に大量射精！乳首こねくりスパイダー騎乗位BEST Vol.2 - つぼみ	bmw00324	乳首イジられながら杭打ちピストンされるのが最高に気持ちいぃ！ニヤニヤしながらこねくり痴女りまくるドスケベお姉さん総勢35名が登場！乳首責めスパイダー騎乗位で金玉空っぽになるまでエンドレス射精しちゃう中出し72発！ビーチクも竿もヘロヘロになるまで責められまくる悶絶快感60コーナー収録！	2025-01-03			44356	4414
33	BMW-321	唾液ダラダラ淫らな接吻と心地良いハンドテクのW快感 ベロキス種搾り手コキBEST - つぼみ	bmw00321	妖艶なベロチューで悩殺され「イクっ…！」も言えずに無念射精！エッロい表情の顔で唇を近づけては焦らしたり、思いっきり舌で掻き乱してみたり、涎たっぷりベロベロクチュクチュされてる間にもヤラシイ手つきでシコシコ…シコシコ…っ！頭からバグらせる2点快感がビンビン伝わってずっと気持ちイイ240分！一生懸命腰振るのもいいけど、痴女に身をゆだねてドピュドピュさせるのもたまらない！目をつむっておクチを閉じて…最高の射精で果てられるBEST作品です！	2024-11-29				4414
34	BMW-320	柔らかい舌をネットリ絡ませながらハメまくるベロキス中出しセックスBEST 49中出し4時間 - つぼみ	bmw00320	舌を絡ませながらチンポ激ピストン中出し49コーナーBEST。夢中でベロキスしながらマン汁とザーメンを交じり合わせると身も心もトロットロ！最高のイチャラブSEXで天国のようなオーガズム体験約4時間！！	2024-11-01				4414
35	BMW-317	輪姦大量中出しBEST 精子ブリュブリュ逆流するまで何度も種付け！イってもザーメン求め続ける淫乱マ〇コに怒涛の射精220発！ - つぼみ	bmw00317	大勢集めたマンパワーで兎にも角にも中出ししまくり！突き上げ体位で！ガン突きバックで！種付けプレスで！マ〇コから精子ぶりゅぶりゅ逆流してもまたナカに押し込んでヤルっ！1回イッても終わりなワケがない！飢えた男達が肉棒ギン勃ち状態でぞろぞろ待機！一体誰の精子が着床（ゴール）するのか！濃すぎるシーンを4時間に凝縮！抜きドコロの塊BESTをとくとご覧あれ！	2024-09-27				4414
36	BMW-316	鉄フックマ○コ引き裂き失禁拷問BEST 森沢かな 花狩まい AIKA つぼみ 工藤ララ 琴音華	bmw00316	女子校生・教師・上司とムカつく女共を拘束監禁し、鉄フックをマンコの奥深くに挿入！コンクリートを吊り下げて、グイッ！グイッ！と子宮をエグって強●アクメさせるイカセ拷問4時間BEST！強烈な衝撃がGスポットに直撃して、人気女優達が「もうイギだくないっ！！」と痙攣絶頂しながら何度も大量失禁しちゃってます！	2024-08-30			25775	4414
37	BMW-315	弾けるおっぱい！イキ顔！しなる曲線美ボディ！ 立ちバック痙攣エビ反り100連発！Vol.2 - つぼみ	bmw00315	弾けるおっぱい！イキ顔！メリハリ曲線美ボディ！エビ反り痙攣立ちバック100連発BESTの第2弾！大絶叫でイキまくる極上美女43名の豪華出演！前回よりもボリュームアップした総数153発の大射精！中出しもたっぷり140発オーバー！快楽に溺れて仰け反りイキしちゃう女たちが超エロい！！	2024-08-30			44357	4414
38	MIZD-398	［デカ尻騎乗位特化］アツアツ精子大好き痴女のド搾精杭打ちピストン中出し65発BEST - つぼみ	mizd00398	【やっぱりヌクくならデカ尻がいい。】騎乗位で責め立てられたいチ○ポ必見！またがり上手な痴女’sたちの重量感を感じながら中出しブチまけよう！さらに、お尻が大好きなそこのアナタ！揺れる肉感見たいですか？モザイクの外にいる尻穴眺めたいですか？わかります！画面いっぱいのお尻も主観視点のお尻も横から見たお尻も盛りだくさん！50本番のデカ尻騎乗位で今日もヌクっ！	2024-08-16				3905
39	SGM-060	hina_porn is currently on private session	sgm00060	翔田千里デビュー20周年記念特別作品！専業主婦の千里。夫婦は仲は良く今でも夜の営みがあった。しかし千里の性欲は底なしで少し持て余していた。ある日、隣に大学生の男が引っ越してきた。挨拶に来た大学生を夕食に誘う。夫婦と大学生で食事をした。千里は初々しい大学生に狙いを定めた。数日後、千里は隣の大学生の所におかずを入れたタッパーを持っていっ...	2025-09-20				1337
40	ZMAR-144	hina_porn is currently on private session	zmar00144	目鼻立ちくっきりの美貌と絶妙にそそる垂れ乳＆ムッチリボディで熟女ファンを虜にする翔田千里。そんな彼女の魅力を余すことなく紹介！家庭内ヒエラルキー最上位の千里は、息子と夫のチ○ポを完全支配…『マダムスファミリー…』。噂のお宿で美人女将とお手合わせ…『一見さんお断り！美人女将の…』の2作品を完全収録！	2025-09-20			38327	3564
41	BJD-055	熟年フルムーン 鬼怒川湯西川温泉の旅 翔田千里	bjd00055	翔田夫妻は結婚27年。夫が定年を迎えた頃、待望の初孫が生まれた。これを機に今後をゆっくり話そうと二人で久々の温泉旅行に出掛けた。二人の愛はまだまだ半ば、長い間冷めぬ愛、時が経つほどに深まる愛。久しぶりに二人だけの温泉…まだ初々しかったあの頃の様にキスして！唇を重ね、肌が触れ合うとあの頃の思い出が蘇り、性欲にも火が付いた。今も変わらぬ...	2025-09-13			19350	4239
42	FWTR-023	汗でじっとり濡れたムチムチ巨乳のアカスリおばちゃん（2）～カチカチの勃起チ●コを見せつけたらSEX出来るはず！ - よしい美希（伊沢涼子、吉井美希）	fwtr00023	▼アカスリ店のムチムチボディーの巨乳熟女！Tシャツがシャワーの水で透け透け！えっ！？まさかの‘ノーブラ’▼乳首が透けたTシャツから巨乳がアカスリ中に押し当てられる！そりゃ俺の股間はもうビンビン！それを発見したアカスリ嬢はタオルを取って剥き出しの勃起チンポのままアカスリ続行！▼ボディータッチ全開の美希さん（50）はチンコを口に咥えてジ...	2025-08-30			44358	3448
43	ODVHJ-065	某都内サウナにいた綺麗で色っぽいアカスリおばさん妻たちと性交できたエロ話… - 翔田千里	odvhj00065	巨乳、スレンダー、巨尻な4人の熟妻さんたちがエロエロ密着アカスリをしてくれるんです。胸をさんざん押しつけるから絶対にヤレると思い、口説いたら「そんなつもりじゃ」「ここは風俗ではないです」何て言うものの胸をまさぐり勃起した肉棒を見せつけたら本番やれました。密室で行われた熟女と男のエロ4ストーリー！！	2025-08-27				1315
44	HMIX-048	夏の昭和の官能劇 戦時と戦後を描く女たちの生々しい性の営み 12人 4時間 - 岩崎千鶴	hmix00048	終戦間際の日本で世情に翻弄される男と女。戦後の日本で懸命に生きる未亡人。男たちを手玉に取り、夜の町で生きていく美人ホステス。明け透けで奔放な田舎の性慣習を満喫する、出戻り美人妻。昭和の田舎で暮らす母と子の物語。戦前から続く母子相姦。一線を越えた忌まわしき親子の姿。あまりにエロティックな、禁断の恋を描く。強かに生きる可愛らしくも儚い昭...	2025-08-23			6026	1337
45	ALDN-498	娘の彼と… 密会中出し続ける日々 翔田千里	aldn00498	突然の娘の相談に驚きました…。娘は彼氏との事で悩んでいました…。夫に先立たれ、一人娘と二人きりの生活。そんな娘を私はほっておくなんてできませんでした。ただ娘の悩みが普通ではなかったのです。「彼氏のアソコが大きすぎて、セックスが苦痛で別れたい…」そんな娘の悩みを解決するには…。私なり必死に考えました。そして出した答えが...	2025-08-23			40184	2223
46	GOGO-035	AV女優の恥ずかしい局部アップ 裸のコレクションvol.3 - 翔田千里	gogo00035	AV女優15人のオールヌード作品。普段のAVでは見る事の出来ない、あんな姿やこんな姿を拝むことが出来ちゃいます。全身舐め撮り、目、鼻、口、耳、うなじ、わき、乳房、乳首、へそ、アナル、足の裏…接写でじっくり観察。剃り残しやムダ毛、普段見られたくない様な部分も余すことなく収録されています。	2025-08-12			4791	3827
47	AED-245	熟女の戯れ 女性向け出張風俗にハマる五十路母 翔田千里	aed00245	退屈な日常に飽きた五十路母は女友達から女性用風俗の話を聞き旺盛な好奇心と満たされない欲求から連絡をする。若い男に白く完熟した肉体と淫らに濡れたオマ○コを弄られ昇天するとその心地良さに更なる快楽を欲して再び依頼する。巨尻を突き出し卑猥なマ○コにデカチンを咥え込み五十路母は巨乳を揺らし歓喜する。	2025-08-02			19118	4239
48	RBK-110	愛する息子の為に肛門に中出しされた母親 翔田千里	rbk00110	息子の不祥事の代償は母親のアナル  「本当に息子があなたにそんなケガを！？」 「全治一か月と言われました」 「本当にごめんなさい！病院代はいくらだったの？」 「お金はいりません。その代わりに僕のお願い聞いてくれます？ ダメなら学校に言って、然るべき処分をしてもらいますよ？」  息子への愛が…母のアナルを狂わせる！	2025-08-01				102
49	PPBD-302	柔ふわモッチリ爆乳に跨り挟み込み超快感ホールド馬乗りパイズリ挟射BEST - 佐山愛	ppbd00302	柔ふわモッチリ爆乳に跨り挟み込み超快感ホールド！デカ乳馬乗りパイズリ挟射BEST！抜き心地バツグンのデカパイに腰振りおっぱい征服する夢のパイズリプレイ31コーナー収録！モーレツ谷間で激圧迫して39発のザーメン大量挟射させる14名の超乳女が登場！普通では味わえない弾力、密着、包容、快感でそのまま顔面に精子噴射！いっぱい腰振って気持ちよく発射！！	2025-02-14				818
50	PPBD-295	おっぱいが最も映えるS字カーブ 絶頂直後の巨乳を思う存分揺らしイカす追撃バックピストン80コーナー - Hitomi（田中瞳）	ppbd00295	おっぱい揺らしてイキまくる女を見ていたい！絶頂したあとも容赦なくつき続ける追撃バックピストンにデカ乳突き出しのけ反りアクメする巨乳を集めたBESTが登場！おっぱいの映えるS字カーブを描く曲線美を見ながらシコる！行き過ぎて腰砕けになって四つん這いになってもまだまだピストン！重力で伸びた長乳がぶ～るぶ～る揺れる姿もイイ！激ピストン×巨乳×絶頂を詰め込んだバック体位こそが至高！本能のまま突き揺らせ！	2024-11-15				818
51	PPBD-291	もうイッてるってばぁ！！ スレンダー巨乳が追撃ピストンでビクビク痙攣！エビ反りブリッジBEST！ - Hitomi（田中瞳）	ppbd00291	「もうイッてるってばぁ！！」スレンダー巨乳娘がイッた直後の追撃ピストンでビクビク痙攣！脳天まで突き抜ける快感で体をグイーンッとアーチを描いて昇天！エビ反り絶頂ブリッジBEST！デカチンの連続ピストンで全身を震わせてイキまくる28名のスレンダー巨乳！アクメ顔で絶叫する本気イキセックスが見れる52コーナー収録！迫力と躍動するおっぱいが最高にエロいハードピストン4時間を堪能下さい！	2024-10-11				818
52	PPBD-290	【パイズリ特化】 射精直前から痴女の乳テクで責め立てられる挟射85連発BEST - 晶エリー（新井エリー、大沢佑香）	ppbd00290	凄テク痴女×最大Ocupの巨乳=セックスを超えた快感！パイズリに特化した乳フェチ謹製BESTの登場です！おっぱいを見たい、挟まれてるところで抜きたい、パイズリの良さを思い出したい…なんでもOK！男は黙っておっぱいの気持ちよさに溺れるしかない！どうしても抗えない巨乳の魔力！射精直前から始まるコーナーで抜きやすさを重視！スケベな表情でおっぱい駆使して抜きにくるエロい女に抜かれまくる85連射！	2024-09-13				818
53	PPBD-289	おっきいオッパイにムギュ～！と圧迫されながらシコシコ発射！Hカップ以上爆乳集まれ授乳手コキBEST - 織田真子	ppbd00289	おっきいオッパイにムギュ～！っと圧迫されながらおっぱいチューチューしたい方必見！Hカップ以上の爆乳ちゃん大集合！たっぷりザーメン発射授乳手コキベスト！おっぱい大好きマンの王道プレイを31コーナー収録！心地よい圧迫感と強烈なシゴキの究極の融合プレイを繰り出す23名のデカパイ女優たちを厳選収録！視界が完全におっぱいに埋もれて夢見心地でザーメン噴射240分！窒息しちゃうおっぱいプレスで天国イキ！	2024-09-13				818
54	PPBD-288	「もっと腰振りなさいってばぁ！」 ゼッタイ連射させるッ！搾りたがり巨乳痴女の逆追撃中出し81発BEST - Hitomi（田中瞳）	ppbd00288	Q.射精後のチ○ポをさらにおま○こでシゴいたらどうなっちゃうの？ A.頭おかしくなるほど気持ちイイ射精ができます。 射精1発じゃ物足りない淫乱スケベ痴女が巨乳を振り乱して「おかわり」を希望！腰を振らされ、時には騎乗位でチ○ポ貪られ！連続で中出しするまで終わらない金玉空っぽ確定の痴女セックスの世界！思いっきり射精してからもう1発！子宮からザーメン溢れかえるほどに連射！揺れまくるおっぱいがチ○ポのカンフル剤！このおっぱいを前に復活したチ○ポを痴女られる無限ループ！	2024-08-16				818
55	PPBD-284	敏感チクビをこねくり回す痙攣絶頂FUCK - Hitomi（田中瞳）	ppbd00284	「乳首だけでイッちゃうのぉ！」敏感チクビをこねくり回す痙攣絶頂FUCK！触れるたびに感度上昇！クリトリスよりも敏感なビーチクをクリクリ刺激しまくる30コーナー収録！ピンク色の乳首を持つ美乳っ子を厳選収録！何度絶頂してもこねくりピストンが止まらない乳首絶叫ラッシュ！	2024-07-12				818
56	PPBD-283	膣奥と口内にチ〇ポねじり込み思わず乳揺れ悶絶！！上下串刺し乱交98射精 - Hitomi（田中瞳）	ppbd00283	巨乳娘がクチとマ〇コにチ〇ポをねじ込まれて乳揺れ悶絶！デカチンまみれで痙攣イキする上下串刺し乱交！無残な串刺し姿で中出しされる17名の爆乳たち！生徒、サークル、NTR、様々な酒池肉林のシチュエーションで犯●れ続ける！デカチンを何度も突っ込まれて理性崩壊！そのまま中に口に吐き出される98発のザーメン！たくさんのチンポ無しじゃ生きてイケなくなるまで犯し尽くせ！！	2024-06-14				818
