video_id	actress_id
201	464
201	1420
201	1693
201	1314
201	187
201	1471
201	572
201	1431
201	1445
201	8
201	1143
201	369
201	79
201	2561
201	308
201	1802
201	2131
201	2005
201	1122
201	1180
201	1313
201	648
201	443
201	10
201	1915
201	197
201	1121
201	388
201	459
201	2262
201	323
201	795
201	1469
201	132
202	114
202	1174
202	228
202	1988
202	33
202	24
202	503
202	76
202	276
202	9
202	1612
202	436
202	300
202	167
202	101
202	788
202	2137
202	1222
202	485
202	1859
202	464
202	1693
202	1314
202	187
202	1471
202	8
202	1802
202	2005
202	1122
202	1313
202	648
202	443
202	10
202	197
202	1121
202	459
202	2262
203	115
203	1477
203	1386
203	163
203	12
203	1299
203	126
203	74
203	169
203	372
203	429
203	212
203	96
203	492
203	610
203	271
203	618
203	330
203	343
203	84
203	69
203	1110
203	320
203	23
203	49
203	37
203	401
203	43
203	192
203	1
203	82
203	418
203	33
203	878
203	700
203	666
203	140
203	68
203	276
203	306
203	9
203	2356
203	345
203	1807
203	789
203	419
203	436
203	300
203	101
203	1568
203	857
203	282
203	538
203	29
203	828
203	1472
203	8
203	308
203	765
203	670
203	1148
203	132
204	962
204	839
204	1231
204	33
204	260
204	829
204	1331
204	436
204	300
204	101
204	788
204	593
204	187
204	572
204	8
204	79
204	1122
204	761
205	1
205	300
205	454
205	8
205	308
206	300
207	300
208	271
208	330
208	32
208	446
208	69
208	49
208	444
208	198
208	1113
208	503
208	435
208	276
208	9
208	1422
208	191
208	851
208	1265
208	300
208	1837
208	1283
208	788
208	2137
208	746
208	485
208	51
208	1693
208	187
208	369
208	79
208	2131
208	1122
208	443
208	1915
208	1121
208	1858
209	207
209	492
209	5
209	618
209	23
209	37
209	2
209	224
209	56
209	300
209	1861
209	661
209	1693
209	8
209	1148
210	446
210	43
210	87
210	24
210	276
210	9
210	191
210	436
210	300
210	2137
210	746
210	485
210	1143
210	2005
210	443
210	323
211	300
212	12
212	96
212	37
212	1
212	33
212	276
212	436
212	300
212	454
212	101
212	727
212	572
212	8
212	6
212	1122
212	2311
213	564
213	1
213	18
213	106
213	502
213	300
213	1454
213	44
214	114
214	330
214	64
214	213
214	49
214	704
214	325
214	228
214	1988
214	33
214	469
214	76
214	276
214	1422
214	45
214	300
214	101
214	788
214	1222
214	746
214	1859
214	464
214	1420
214	572
214	1431
214	8
214	1802
214	1122
214	648
214	10
215	42
215	114
215	301
215	803
215	1421
215	300
215	574
215	295
216	114
216	69
216	488
216	704
216	325
216	2228
216	24
216	1862
216	276
216	1532
216	1239
216	436
216	300
216	295
216	1859
216	22
216	231
217	436
217	300
217	101
217	187
218	45
218	300
218	1805
218	187
218	8
218	1143
218	369
218	761
219	300
219	1122
220	1386
220	12
220	169
220	96
220	5
220	23
220	444
220	1
220	503
220	68
220	276
220	9
220	419
220	436
220	300
220	454
220	538
220	1507
220	1693
220	8
220	308
220	765
220	670
220	1148
221	42
221	114
221	803
221	300
221	1632
221	574
221	295
221	1859
222	300
223	300
224	42
224	114
224	213
224	301
224	300
224	1632
224	574
224	295
224	2136
224	1859
225	114
225	276
225	300
225	574
225	2561
225	281
226	300
227	42
227	114
227	301
227	803
227	1808
227	1532
227	1421
227	436
227	300
228	300
229	42
229	114
229	2319
229	24
229	803
229	276
229	436
229	300
229	327
230	300
231	472
231	191
231	976
231	45
231	300
231	410
231	101
231	485
231	187
231	1143
231	2313
231	1313
232	163
232	1299
232	126
232	96
232	330
232	1176
232	69
232	49
232	1615
232	749
232	1008
232	276
232	306
232	9
232	300
232	8
232	132
233	300
